metric,timestamp,value,job,mode,instance
static_rolling_mae,2026-05-04T06:23:24.354000+00:00,3340.0935102083336,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:29.354000+00:00,3395.9423052083334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:34.354000+00:00,3292.213838125,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:39.354000+00:00,3592.332205833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:44.354000+00:00,3826.5663954166666,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:49.354000+00:00,4073.4232912499997,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:54.354000+00:00,4447.705332916667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:23:59.354000+00:00,4840.067284583333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:04.354000+00:00,5045.769302083333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:09.354000+00:00,5141.6966797916675,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:14.354000+00:00,5342.9454922916675,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:19.354000+00:00,5664.597888125,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:24.354000+00:00,5903.619492291667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:29.354000+00:00,6030.547052083333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:34.354000+00:00,6053.105451666667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:39.354000+00:00,6060.097753541668,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:44.354000+00:00,5785.468920208335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:49.354000+00:00,5495.303545208334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:54.354000+00:00,5206.3054858333335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:24:59.354000+00:00,4964.157679583333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:04.354000+00:00,4900.057414166667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:09.354000+00:00,4703.474230208333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:14.354000+00:00,4116.646062291667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:19.354000+00:00,3691.97046375,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:24.354000+00:00,3613.6215683333335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:29.354000+00:00,3399.2435843750004,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:34.354000+00:00,3139.3166158333333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:39.354000+00:00,2960.5235237499996,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:44.354000+00:00,2762.445229166666,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:49.354000+00:00,2910.8131152083333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:54.354000+00:00,3119.810750833333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:25:59.354000+00:00,2848.382325,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:04.354000+00:00,2722.153574166666,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:09.354000+00:00,2917.13208875,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:14.354000+00:00,3074.196149791667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:19.354000+00:00,2957.042181875,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:24.354000+00:00,3102.5263660416663,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:29.354000+00:00,3276.7845624999995,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:34.354000+00:00,3440.9096385416665,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:39.354000+00:00,3696.7395733333337,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:44.354000+00:00,3649.7211439583334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:49.354000+00:00,3398.1557229166665,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:54.354000+00:00,3701.3117895833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:26:59.354000+00:00,3942.3333464583334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:04.354000+00:00,4145.739370208333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:09.354000+00:00,4292.702974375,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:14.354000+00:00,4458.63723,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:19.354000+00:00,4485.26105,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:24.354000+00:00,4425.394650833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:29.354000+00:00,4602.761490416667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:34.354000+00:00,4748.272198750001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:39.354000+00:00,4781.017548125001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:44.354000+00:00,4787.957530000001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:49.354000+00:00,4765.445623750001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:54.354000+00:00,4693.925186666667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:27:59.354000+00:00,4432.544040833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:04.354000+00:00,4142.615907916667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:09.354000+00:00,3909.2102595833344,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:14.354000+00:00,3829.8849887500014,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:19.354000+00:00,3822.869717916668,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:24.354000+00:00,3655.6707839583346,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:29.354000+00:00,3153.721945208334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:34.354000+00:00,2998.533102083334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:39.354000+00:00,3054.659959375001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:44.354000+00:00,2864.302495833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:49.354000+00:00,2696.870131666667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:54.354000+00:00,2520.5253883333335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:28:59.354000+00:00,2526.9881500000006,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:04.354000+00:00,2581.726032916667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:09.354000+00:00,2639.042370208333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:14.354000+00:00,2507.386442708333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:19.354000+00:00,2412.5653360416663,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:24.354000+00:00,2613.9825843749995,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:29.354000+00:00,2709.4737437499994,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:34.354000+00:00,2613.5016958333326,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:39.354000+00:00,2656.8457470833328,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:44.354000+00:00,2782.447833333333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:49.354000+00:00,2961.6694033333333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:54.354000+00:00,2987.0706262500003,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:29:59.354000+00:00,3037.4360431249993,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:04.354000+00:00,2997.1887027083335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:09.354000+00:00,3169.017327291667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:14.354000+00:00,3352.9877608333336,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:19.354000+00:00,3598.8195316666665,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:24.354000+00:00,3955.187073333333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:29.354000+00:00,4281.543963958334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:34.354000+00:00,4491.365642291667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:39.354000+00:00,4512.835248125,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:44.354000+00:00,4617.9032272916675,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:49.354000+00:00,4957.983393958334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:54.354000+00:00,5400.363623125001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:30:59.354000+00:00,5499.913303125001,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:04.354000+00:00,5550.509618541667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:09.354000+00:00,5534.670983333333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:14.354000+00:00,5299.187379166667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:19.354000+00:00,4981.551983333334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:24.354000+00:00,4572.849823541667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:29.354000+00:00,4411.287830625,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:34.354000+00:00,4420.164119791667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:39.354000+00:00,4259.385372916667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:44.354000+00:00,3839.0773558333335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:49.354000+00:00,3500.187908541667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:54.354000+00:00,3529.646463125,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:31:59.354000+00:00,3276.231436458334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:04.354000+00:00,3073.1405264583336,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:09.354000+00:00,2920.8595922916666,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:14.354000+00:00,2878.156775625,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:19.354000+00:00,3125.0301414583337,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:24.354000+00:00,3353.556665,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:29.354000+00:00,3038.304632916667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:34.354000+00:00,2916.5768731250005,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:39.354000+00:00,2990.0329460416674,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:44.354000+00:00,3007.135241666667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:49.354000+00:00,3012.797028541667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:54.354000+00:00,3020.542809375,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:32:59.354000+00:00,3152.8751866666667,load-forecast-static,static,static-service:8000
