step,datetime,actual_mw,static_prediction,dynamic_prediction,inline_prediction,static_rolling_mae,dynamic_rolling_mae,inline_rolling_mae,static_error,dynamic_error,inline_error,dynamic_retrain_count,dynamic_drift_active,inline_retrain_count,inline_drift_active,inline_retraining_in_progress
59,2019-01-03 11:00:00,31008.375,,,,,,,,,,0,False,0,False,
60,2019-01-03 12:00:00,30682.947,,,,,,,,,,0,False,0,False,
61,2019-01-03 13:00:00,30605.25,,,,,,,,,,0,False,0,False,
62,2019-01-03 14:00:00,30504.259,,,,,,,,,,0,False,0,False,
63,2019-01-03 15:00:00,30749.907,,,,,,,,,,0,False,0,False,
64,2019-01-03 16:00:00,32089.542,,,,,,,,,,0,False,0,False,
65,2019-01-03 17:00:00,34406.172,,,,,,,,,,0,False,0,False,
66,2019-01-03 18:00:00,34706.67,,,,,,,,,,0,False,0,False,
67,2019-01-03 19:00:00,34443.453,,,,,,,,,,0,False,0,False,
68,2019-01-03 20:00:00,33861.725,,,,,,,,,,0,False,0,False,
69,2019-01-03 21:00:00,32622.582,,,,,,,,,,0,False,0,False,
70,2019-01-03 22:00:00,30789.118,,,,,,,,,,0,False,0,False,
71,2019-01-03 23:00:00,29116.91,,,,,,,,,,0,False,0,False,
72,2019-01-04 00:00:00,27897.409,,,,,,,,,,0,False,0,False,
73,2019-01-04 01:00:00,27279.612,,,,,,,,,,0,False,0,False,
74,2019-01-04 02:00:00,27095.004,,,,,,,,,,0,False,0,False,
75,2019-01-04 03:00:00,27215.835,,,,,,,,,,0,False,0,False,
76,2019-01-04 04:00:00,28172.576,,,,,,,,,,0,False,0,False,
77,2019-01-04 05:00:00,30170.274,,,,,,,,,,0,False,0,False,
78,2019-01-04 06:00:00,33119.539000000004,,,,,,,,,,0,False,0,False,
79,2019-01-04 07:00:00,34569.913,,,,,,,,,,0,False,0,False,
80,2019-01-04 08:00:00,34265.551,,,,,,,,,,0,False,0,False,
81,2019-01-04 09:00:00,33611.348,,,,,,,,,,0,False,0,False,
82,2019-01-04 10:00:00,32806.469,,,,,,,,,,0,False,0,False,
83,2019-01-04 11:00:00,32091.267,,,,,,,,,,0,False,0,False,
84,2019-01-04 12:00:00,31673.642,,,,,,,,,,0,False,0,False,
85,2019-01-04 13:00:00,31537.531000000003,,,,,,,,,,0,False,0,False,
86,2019-01-04 14:00:00,31386.764,,,,,,,,,,0,False,0,False,
87,2019-01-04 15:00:00,31536.524,,,,,,,,,,0,False,0,False,
88,2019-01-04 16:00:00,32540.152,,,,,,,,,,0,False,0,False,
89,2019-01-04 17:00:00,34030.586,,,,,,,,,,0,False,0,False,
90,2019-01-04 18:00:00,33572.882,,,,,,,,,,0,False,0,False,
91,2019-01-04 19:00:00,32721.797,,,,,,,,,,0,False,0,False,
92,2019-01-04 20:00:00,31754.127,,,,,,,,,,0,False,0,False,
93,2019-01-04 21:00:00,30519.272,,,,,,,,,,0,False,0,False,
94,2019-01-04 22:00:00,28864.337,,,,,,,,,,0,False,0,False,
95,2019-01-04 23:00:00,27140.258,,,,,,,,,,0,False,0,False,
96,2019-01-05 00:00:00,25661.971,,,,,,,,,,0,False,0,False,
97,2019-01-05 01:00:00,24705.595,,,,,,,,,,0,False,0,False,
98,2019-01-05 02:00:00,24120.833,,,,,,,,,,0,False,0,False,
99,2019-01-05 03:00:00,23871.692,,,,,,,,,,0,False,0,False,
100,2019-01-05 04:00:00,23993.275,,,,,,,,,,0,False,0,False,
101,2019-01-05 05:00:00,24560.366,,,,,,,,,,0,False,0,False,
102,2019-01-05 06:00:00,25588.973,,,,,,,,,,0,False,0,False,
103,2019-01-05 07:00:00,26742.013,,,,,,,,,,0,False,0,False,
104,2019-01-05 08:00:00,27894.785,,,,,,,,,,0,False,0,False,
105,2019-01-05 09:00:00,28730.222,,,,,,,,,,0,False,0,False,
106,2019-01-05 10:00:00,29208.114,,,,,,,,,,0,False,0,False,
107,2019-01-05 11:00:00,29135.375,,,,,,,,,,0,False,0,False,
108,2019-01-05 12:00:00,28899.845,,,,,,,,,,0,False,0,False,
109,2019-01-05 13:00:00,28495.928,,,,,,,,,,0,False,0,False,
110,2019-01-05 14:00:00,28133.065,,,,,,,,,,0,False,0,False,
111,2019-01-05 15:00:00,28004.918,,,,,,,,,,0,False,0,False,
112,2019-01-05 16:00:00,28766.5,,,,,,,,,,0,False,0,False,
113,2019-01-05 17:00:00,30597.725,,,,,,,,,,0,False,0,False,
114,2019-01-05 18:00:00,30906.429,,,,,,,,,,0,False,0,False,
115,2019-01-05 19:00:00,30612.136,,,,,,,,,,0,False,0,False,
116,2019-01-05 20:00:00,30146.267,,,,,,,,,,0,False,0,False,
117,2019-01-05 21:00:00,29423.896,,,,,,,,,,0,False,0,False,
118,2019-01-05 22:00:00,28316.072,,,,,,,,,,0,False,0,False,
119,2019-01-05 23:00:00,27096.515,,,,,,,,,,0,False,0,False,
120,2019-01-06 00:00:00,25859.125,,,,,,,,,,0,False,0,False,
121,2019-01-06 01:00:00,25154.615,,,,,,,,,,0,False,0,False,
122,2019-01-06 02:00:00,24808.986,,,,,,,,,,0,False,0,False,
123,2019-01-06 03:00:00,24754.822,,,,,,,,,,0,False,0,False,
124,2019-01-06 04:00:00,24965.086,,,,,,,,,,0,False,0,False,
125,2019-01-06 05:00:00,25556.738,,,,,,,,,,0,False,0,False,
126,2019-01-06 06:00:00,26419.82,,,,,,,,,,0,False,0,False,
127,2019-01-06 07:00:00,27257.239,,,,,,,,,,0,False,0,False,
128,2019-01-06 08:00:00,27854.384,,,,,,,,,,0,False,0,False,
129,2019-01-06 09:00:00,27776.59,,,,,,,,,,0,False,0,False,
130,2019-01-06 10:00:00,27450.575,,,,,,,,,,0,False,0,False,
131,2019-01-06 11:00:00,26785.718,,,,,,,,,,0,False,0,False,
132,2019-01-06 12:00:00,26306.947,,,,,,,,,,0,False,0,False,
133,2019-01-06 13:00:00,26132.809,,,,,,,,,,0,False,0,False,
134,2019-01-06 14:00:00,26070.678,,,,,,,,,,0,False,0,False,
135,2019-01-06 15:00:00,26583.75,,,,,,,,,,0,False,0,False,
136,2019-01-06 16:00:00,28032.454,,,,,,,,,,0,False,0,False,
137,2019-01-06 17:00:00,30719.693,,,,,,,,,,0,False,0,False,
138,2019-01-06 18:00:00,31673.536,,,,,,,,,,0,False,0,False,
139,2019-01-06 19:00:00,31501.372,,,,,,,,,,0,False,0,False,
140,2019-01-06 20:00:00,31314.717,,,,,,,,,,0,False,0,False,
141,2019-01-06 21:00:00,30427.924,,,,,,,,,,0,False,0,False,
142,2019-01-06 22:00:00,28943.111,,,,,,,,,,0,False,0,False,
143,2019-01-06 23:00:00,27545.674,,,,,,,,,,0,False,0,False,
144,2019-01-07 00:00:00,26604.76,,,,,,,,,,0,False,0,False,
145,2019-01-07 01:00:00,26271.768,,,,,,,,,,0,False,0,False,
146,2019-01-07 02:00:00,26299.281000000003,,,,,,,,,,0,False,0,False,
147,2019-01-07 03:00:00,26798.516,,,,,,,,,,0,False,0,False,
148,2019-01-07 04:00:00,28000.793,,,,,,,,,,0,False,0,False,
149,2019-01-07 05:00:00,30414.354,,,,,,,,,,0,False,0,False,
150,2019-01-07 06:00:00,33727.081,,,,,,,,,,0,False,0,False,
151,2019-01-07 07:00:00,35405.762,,,,,,,,,,0,False,0,False,
152,2019-01-07 08:00:00,35027.105,,,,,,,,,,0,False,0,False,
153,2019-01-07 09:00:00,34275.659,,,,,,,,,,0,False,0,False,
154,2019-01-07 10:00:00,33826.254,,,,,,,,,,0,False,0,False,
155,2019-01-07 11:00:00,33216.347,,,,,,,,,,0,False,0,False,
156,2019-01-07 12:00:00,32837.562,,,,,,,,,,0,False,0,False,
157,2019-01-07 13:00:00,32888.254,29067.96191,29067.96191,29067.96191,,,,3820.292089999999,3820.292089999999,3820.292089999999,0,False,0,False,False
158,2019-01-07 14:00:00,33143.994,29067.96191,29067.96191,29067.96191,,,,4076.032089999997,4076.032089999997,4076.032089999997,0,False,0,False,False
159,2019-01-07 15:00:00,33708.436,29067.96191,29067.96191,29067.96191,,,,4640.47409,4640.47409,4640.47409,0,False,0,False,False
160,2019-01-07 16:00:00,35057.848,29067.96191,29067.96191,29067.96191,,,,5989.886089999996,5989.886089999996,5989.886089999996,0,False,0,False,False
